fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,embi_peru
2015-11-01,289529.87,163911.52138548,52699.65776,38498.00944,16.083,2.424,3.5,3.33664285714286,10226.89,84.1800464238952,152.919012481337,169.372645118582,62196.47556,65910.064054,281957.336714,388993.82954838,3.5,84.8543818427628,218.9047619047619
2015-12-01,290854.05,162161.23402492,53425.19372,38748.61248,16.0933,2.4073,3.75,3.38266666666667,9848.59,84.5552549887266,155.572579637414,180.136156210334,61484.88964,71324.188332,288778.746676,395716.67897709,3.765,85.073438856848,236.65217391304347
2016-01-01,292491.87,163333.00051348,53484.73292,38852.20204,16.2358,2.4981,4.0,3.437325,9391.84,84.8702404031536,153.366711603022,161.31231161896,59981.47624,69125.063372,283863.703504,396142.1053151,3.973,85.3172936021708,265.76190476190476
2016-02-01,294775.32,162974.04969004,54044.14556,39039.10156,16.1293,2.57,4.25,3.50590476190476,10742.19,85.0179920593596,155.387714816724,160.737066118837,60197.98622,68688.736733,285960.462797,399744.4175298,4.5857,85.8449938182733,282.3809523809524
2016-03-01,291749.63,164131.80351664,54089.1132,39320.61076,16.0516,2.6139,4.25,3.40738095238095,12057.93,85.5265000574541,157.356675631232,168.431804130181,61280.63694,66579.700709,286360.314927,395628.75944466,4.8352,86.4639271359225,226.82608695652175
2016-04-01,291490.26,165572.78138448,54389.57668,39496.35812,15.9873,2.6137,4.25,3.30154761904762,13702.47,85.5362556898337,154.904926413332,169.621856793237,61273.4863,67225.167008,290715.999483,395811.84789244,4.4641,86.6306354356034,210.04761904761904
2016-05-01,292433.18,163840.56103488,55066.01564,39777.4284,16.0206,2.7061,4.25,3.33372727272727,13535.97,85.7155086648867,154.278866546778,170.169310581133,60619.25198,66280.253699,295568.690531,401802.15164273,4.4392,86.9860577721543,207.95454545454547
2016-06-01,293270.22,164994.57376368,55688.32168,40166.83004,16.2,2.6457,4.25,3.31657142857143,13856.9,85.8350891099251,155.820144927354,171.855660782316,59563.99063,66503.993613,295538.987535,399924.76272863,4.3666,87.1850608834219,209.9090909090909
2016-07-01,297490.08,166524.10243152,55570.08376,40263.74264,16.3787,2.7039,4.25,3.29873684210526,15210.97,85.9052567561972,157.861774636052,166.72195589929,61085.84312,69531.202069,305920.64249,408778.80146504,4.2855,87.3291211592093,184.1904761904762
2016-08-01,299131.5,166209.4913032,56050.49856,40460.87692,16.4984,2.7113,4.25,3.33304545454545,15130.24,86.213043138844,158.159984471911,171.542712209298,61768.57319,70019.183306,307324.164686,414803.5829645,4.1886,87.5499549744,169.6086956521739
2016-10-01,300547.79,167158.941528,56837.75972,40375.10108,17.0642,2.7081,4.25,3.38595238095238,15171.04,86.7481433937979,156.937610169725,169.791988192577,62008.85471,69873.883131,307563.778821,415017.03296868,4.2555,87.9376129954465,146.52380952380952
2016-11-01,303373.31,168468.17075152,57432.9272,40397.13764,17.0273,2.6703,4.25,3.40289473684211,15414.97,86.9997685797355,158.314862252382,171.549842347942,61363.67048,69853.550389,310174.182539,417964.63856005,4.2852,88.1129572657092,167.8181818181818
2016-12-01,304296.35,169850.38221728,58072.16228,40639.19968,17.1565,2.6303,4.25,3.39535714285714,15566.96,87.2905176704464,160.504522776752,183.129455496311,61685.541,73804.687215,316713.531087,423917.8377846,4.374,88.2424215814788,164.72727272727272
