fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,indice_precios_inmuebles,embi_peru
2020-12-31,0.9925762800254202,1.1971696209129197,0.598005252262281,0.6787751891228788,-1.3420469965342197,-1.8760169055967657,-1.985012124276706,0.8908618858035475,0.03570646727696039,0.39399869156838224,0.707610010430469,0.9231151188677293,0.7656500913009342,1.2722824328964721,1.3040013834824447,1.2222919206033291,-2.001472706112749,0.5266647561942405,0.6988593860664555,-0.5800387340191911
2021-03-31,0.967834507827621,1.1493855071442167,0.5305483376741831,0.7459697386397727,-1.5458194052187733,-2.0718292343241678,-1.985012124276706,1.0326858856863217,0.43348922377733773,0.46546786471057283,0.7039442274273912,0.46615738265689044,1.0588684930782086,1.4766766607001218,1.417449867386602,1.3616884339703987,-2.0052087610148837,0.5564250413045905,0.6805738179005593,-0.5987594519035975
2021-06-30,1.0675411809084026,1.252795777335059,0.5141059926458501,0.8088892198758884,-1.8097989870063518,-2.1587373352913732,-1.985012124276706,1.3668686591478638,0.11412557854261397,0.5135774522080875,0.7499874537418988,0.8797838681995269,0.8334453043069155,1.3046930163542683,1.2944607231720826,1.2781455292025021,-1.986052322644134,0.6018664292495811,0.70343077810793,-0.25646743052861415
2021-09-30,1.1487632264724883,1.3187336307268853,0.5190092113636425,0.8371861859006922,-1.8848987313124,-2.2723215900288025,-1.80123801511729,1.9855985459824848,-0.22212553405846416,0.6563513674379013,0.9136088955693188,0.9302038608858738,0.820063865897549,1.4373811466943438,1.1494264475536002,1.1613260724876964,-1.8462432877279757,0.6670142880457278,0.6211457213613952,-0.07373389936480088
2021-12-31,1.1661394996161458,1.3172173919440922,0.6273680704137945,0.8895380937776028,-1.8407199135312307,-2.0661196014119443,-1.020198051189772,1.934399669888063,0.27564643112670517,0.7658271409887343,0.9378286352564636,1.0865116081135933,1.0325983926326665,1.3479858378397676,1.081146006394103,1.1194606069706299,-1.1596150014983972,0.7481329221979024,0.5480034486978095,-0.0976964182568407
2022-03-31,1.1488429906921358,1.311972853646654,0.7923527981238905,0.9543830896227912,-1.664174479284135,-1.5391485637755795,-0.1932145599724,1.3961896265972409,0.8125518046101413,0.8572673424451758,0.9698235582571381,0.5597916445040174,0.9910974304806877,1.2776152700029106,1.0346001626896995,1.0763494813734205,-0.2523763360966881,0.828651633717745,0.5754318009466539,0.1880179703067154
2022-06-30,1.2182718924003,1.312890088745771,1.0091824481244274,1.046853382292266,-1.39568360543577,-0.7850558169341282,0.633768931244972,1.2523574346493538,0.25615443756997003,1.0397849199737932,0.9914466082162281,1.0193911740579038,0.9068799208835243,1.1590085252614881,0.9283131555573854,0.992361651917683,0.5551426286083374,0.9531367647819905,0.6211457213613952,0.4517528424721507
2022-09-30,1.2858142614659513,1.3230400830698987,1.1232767487547028,1.102893605495645,-1.1292413889232438,0.08856481890583755,1.4148088951724902,1.606290875155042,0.00719633052087774,1.211588461300099,1.04529087754625,1.0852792798776358,0.8384288094975829,1.232726118012114,0.8936337107778354,0.9883543581617718,1.3283594813932729,1.0737211755862128,0.6257171134028697,0.7104588559892134
2022-12-31,1.2802157831058996,1.2631071093189572,1.2465914694078577,1.1520969795013547,-0.8314854981064286,0.6856894609309161,1.87424416807103,1.6157849127887378,0.4259147191018719,1.3197783521659898,1.0760695886052976,1.2969194824620416,0.7710168902745996,1.2113614069022358,0.8764267921329666,0.9673666830819194,1.837726613712255,1.1748073167188484,0.6257171134028697,0.5482926580381954
2023-03-31,1.2371743063413627,1.1687837179588376,1.364375316139212,1.1866263966523551,-0.5877695787754221,1.2820652986396364,2.149905331810154,1.4245540719657948,0.48398841196685494,1.4306128750677831,0.9665014827904641,0.536760036908328,0.7873789271165177,1.205288140283342,0.911047056126626,0.9789075924363465,2.1147624103033897,1.2738216685302222,0.6120029372784475,0.34841076347868866
2023-06-30,1.2395360258717634,1.1674585061074896,1.4747304907658274,1.2305445792694145,-0.383285978165992,1.812827158127559,2.149905331810154,1.1376978876565562,0.4518036634585013,1.5508481505486362,0.9740411480327614,0.8516871601175839,0.8714287570701778,1.0271720932598507,0.8959076793050526,0.9412033754607863,2.127142670665366,1.3949220421697568,0.6714310338176109,0.21053411631525937
2023-09-30,1.2524064019250245,1.1368709517439015,1.5460680617791778,1.272180683537107,-0.2410688228002765,2.12844817747211,2.1039618045203,1.073339263260175,0.6724964546158314,1.5990018834012738,0.9976390904609866,1.0568564448114908,0.7106388392284143,1.046250539737772,0.975615992461777,1.0088097190757213,2.106521112725152,1.464714253456342,0.6805738179005593,-0.22137393511898157
2023-12-31,1.280280660987628,1.1351414105356128,1.5723824654021885,1.3312004741804897,-0.20852383113351405,1.8765223252876924,1.736413586201468,1.3311397484476697,0.7035622683288031,1.5870655516693601,1.0527034259300587,1.2400113299564632,0.6579848003478243,1.10859812674187,1.0382224572491514,1.0741909411534294,1.7645255772228803,1.5109531283133055,0.7674302666885673,-0.14318358191046474
2024-03-31,1.2437090403600826,1.068602004563938,1.5484952737716733,1.3642294649161193,-0.24597286264047347,1.3334987951194208,1.368865367882636,1.2789453970970412,1.4978479314120874,1.6573076958213713,1.0878781650572769,0.6498911560845528,0.8133391000046601,1.152175834312854,1.1533451226451192,1.1975953902913754,1.392641602503531,1.5705747895177784,0.6851452099420332,-0.32998420064801415
2024-06-30,1.2778226985231358,1.1426975241465636,1.5415941215518123,1.4117366967535911,-0.2627548691066024,0.9202992132995741,1.093204204143512,1.2394477230304493,1.8293215889777221,1.716052110701668,1.201610915835312,1.1657182183610753,0.7862118168041777,1.2473757998524955,1.2068155023590887,1.2618471220142278,1.114049116369841,1.6431753866545666,0.6942879940249815,-0.4113497362605883
2024-09-30,1.2651342073863157,1.1402147045482194,1.4368949959441657,1.4504698131081255,-0.5192191690611515,0.3977742012915801,0.909430094984096,1.2766924791647754,1.7500398577183,1.7460689499678452,1.2849445245435533,1.2418722306739391,1.1236750534688587,1.5254302579799779,1.2726618071772797,1.330155789349491,0.9147928549226565,1.679172261306799,0.6851452099420332,-0.2874555194757395
2024-12-31,1.2864408530059313,1.115362036345377,1.4826748861743426,1.5064693243931329,-0.5533139222358555,0.14945196987963114,0.6797124585348259,1.2712476343537307,1.8072589763456184,1.7415816651370606,1.3669927902290573,1.638397440594824,1.3428349596175395,1.626606359007166,1.3483985562568623,1.4309873209043165,0.6719676002785195,1.6984721303908075,0.6942879940249815,-0.44708540339238945
