fecha,Crédito sector privado,Crédito hipotecario,Crédito consumo,Crédito en ME,Tasa activa (TAMN),Tasa referencia BCRP,Tipo de cambio S//$,PBI (índice),Demanda interna
2008-02-01,2.90505714285714,2.9055,2.90628571428571,2.90471428571429,23.3324137931035,5.25,2.9055,107.402329433869,102.495064625279
2008-03-01,2.81029473684211,2.81092105263158,2.81189473684211,2.80994736842105,23.8580645,5.25,2.81092105263158,107.343803572593,106.865091939026
2008-04-01,2.74765011303739,2.74786363636364,2.74945454545455,2.74627272727273,23.8103333333333,5.5,2.74786363636364,109.026491768101,115.680553991645
2008-05-01,2.8045,2.80457894736842,2.80536842105263,2.80378947368421,23.5655,5.5,2.80457894736842,108.101418541177,115.446784051053
2008-06-01,2.89227619047619,2.89161904761905,2.89285714285714,2.89038095238095,23.7253,5.75,2.89161904761905,110.014931554907,118.429458640924
2008-07-01,2.84752380952381,2.84842857142857,2.8492380952381,2.84761904761905,23.69548387,6.0,2.84842857142857,110.063367230517,116.353920225694
2008-08-01,2.8933380952381,2.89230952380952,2.89342857142857,2.89119047619048,23.87355,6.25,2.89230952380952,109.691103459051,109.566734539777
2008-09-01,2.96626363636364,2.96584090909091,2.96677272727273,2.96490909090909,24.3333333333333,6.5,2.96584090909091,110.7426674467,116.09271980768
2008-10-01,3.07358636363636,3.07515909090909,3.07713636363636,3.07318181818182,24.07032,6.5,3.07515909090909,110.43730592219,118.787035432857
2008-11-01,3.09208888888889,3.09188888888889,3.09283333333333,3.09094444444444,23.53833,6.5,3.09188888888889,110.531973336922,111.368122663022
2008-12-01,3.11397,3.113775,3.11475,3.1128,23.02097,6.5,3.113775,109.37708933771,118.585913151478
2009-01-01,3.15154210526316,3.151125,3.15175,3.1505,22.92548,6.5,3.151125,110.369635699562,107.005590157499
2009-02-01,3.236695,3.236125,3.23685,3.2354,22.88786,6.25,3.236125,109.706950954861,100.061146172732
2009-03-01,3.17478636363636,3.17477272727273,3.17540909090909,3.17413636363636,22.64355,6.0,3.17477272727273,108.478546892175,105.295926200849
2009-04-01,3.084215,3.085025,3.08575,3.0843,21.95667,5.0,3.085025,109.378452114632,111.872346093238
2009-05-01,2.99438,2.99405,2.9944,2.9937,20.71935,4.0,2.99405,110.800279504928,111.214191789367
2009-06-01,2.99074761904762,2.99047619047619,2.991,2.98995238095238,20.69067,3.0,2.99047619047619,107.023017551328,107.7296193803
2009-07-01,3.012625,3.0125,3.01315,3.01185,20.57903,2.0,3.0125,108.611652967622,109.033442166256
2009-08-01,2.95068095238095,2.95054761904762,2.9512380952381,2.94985714285714,20.22484,1.25,2.95054761904762,110.61198960687,109.2146148798
2009-09-01,2.90950909090909,2.90965909090909,2.91031818181818,2.909,20.18367,1.25,2.90965909090909,110.928968872368,110.218921462368
2009-10-01,2.872,2.871775,2.8726,2.87095,19.9171,1.25,2.871775,112.091018593256,114.596002600032
2009-11-01,2.8843,2.8845,2.88561904761905,2.88338095238095,19.83067,1.25,2.8845,113.168139880958,115.44261646711
2009-12-01,2.87757894736842,2.87747368421053,2.87836842105263,2.87657894736842,19.94419,1.25,2.87747368421053,113.798278152966,121.607464082537
2010-01-01,2.856255,2.85645,2.8573,2.8556,19.97548,1.25,2.85645,114.066790233887,112.903130036532
2010-02-01,2.853985,2.853975,2.8548,2.85315,19.76036,1.25,2.853975,115.262996368135,107.840506227174
2010-03-01,2.83927826086957,2.83928260869565,2.84030434782609,2.83826086956522,19.48806,1.25,2.83928260869565,116.784441379103,122.03516136079
2010-04-01,2.8398,2.83985,2.84065,2.83905,19.39367,1.25,2.83985,118.008785407794,124.548610365914
2010-05-01,2.84545238095238,2.8455,2.84614285714286,2.84485714285714,19.17935,1.5,2.8455,119.065058648937,132.438300526791
2010-06-01,2.83802,2.83805,2.83865,2.83745,19.124,1.75,2.83805,121.016451371327,125.512016846495
2010-07-01,2.82301578947368,2.82281578947368,2.82342105263158,2.82221052631579,18.205,2.0,2.82281578947368,119.833063860523,128.081492010697
2010-08-01,2.80184761904762,2.80202380952381,2.80252380952381,2.80152380952381,18.0813,2.5,2.80202380952381,120.236261309806,126.960816069307
2010-09-01,2.79059090909091,2.79063636363636,2.79109090909091,2.79018181818182,18.3447,3.0,2.79063636363636,122.041985141625,129.419259634367
2010-10-01,2.79163,2.791475,2.79205,2.7909,18.7145,3.0,2.791475,122.970312003998,133.645971197252
2010-11-01,2.80581904761905,2.80559523809524,2.80614285714286,2.80504761904762,18.718,3.0,2.80559523809524,123.231676736611,132.298066188354
2010-12-01,2.815455,2.815675,2.81635,2.815,18.733,3.0,2.815675,122.028484466777,137.314631434965
2011-01-01,2.78667142857143,2.78704761904762,2.78780952380952,2.78628571428571,18.679,3.25,2.78704761904762,124.493209014376,128.114844836176
2011-02-01,2.77041,2.770525,2.77115,2.7699,18.58,3.5,2.770525,124.455705720215,121.592437813049
2011-03-01,2.77950869565217,2.77939130434783,2.77986956521739,2.77891304347826,18.6542,3.75,2.77939130434783,125.546888198792,132.379148910679
2011-04-01,2.81584210526316,2.81563157894737,2.81626315789474,2.815,18.512,4.0,2.81563157894737,127.139478536761,139.036911851316
2011-05-01,2.77439047619048,2.77495238095238,2.77557142857143,2.77433333333333,18.4926,4.25,2.77495238095238,125.646771654151,137.716300838059
2011-06-01,2.76382380952381,2.76407142857143,2.76471428571429,2.76342857142857,18.581,4.25,2.76407142857143,125.014390601825,132.696024811505
2011-07-01,2.74140526315789,2.74131578947368,2.74189473684211,2.74073684210526,18.54,4.25,2.74131578947368,127.592427623666,133.898419960251
2011-08-01,2.73951904761905,2.73938095238095,2.74,2.73876190476191,18.659,4.25,2.73938095238095,127.581692990738,133.874483964726
2011-09-01,2.74415,2.74384090909091,2.74431818181818,2.74336363636364,18.717,4.25,2.74384090909091,127.987491099409,136.529961364743
2011-10-01,2.73113,2.731825,2.7324,2.73125,19.0103,4.25,2.731825,128.017422006078,136.00811980482
2011-11-01,2.70510476190476,2.70495238095238,2.70561904761905,2.70428571428571,18.849,4.25,2.70495238095238,129.133455224779,142.168005154503
2011-12-01,2.69617894736842,2.69626315789474,2.69689473684211,2.69563157894737,18.861,4.25,2.69626315789474,132.606320528935,146.534094345461
2012-01-01,2.6925,2.69265909090909,2.69331818181818,2.692,19.0294,4.25,2.69265909090909,130.800040238765,130.724396897196
2012-02-01,2.68327142857143,2.68352380952381,2.6842380952381,2.68280952380952,18.7579,4.25,2.68352380952381,130.806109695367,129.364997959174
2012-03-01,2.67087272727273,2.671,2.67159090909091,2.67040909090909,19.0135,4.25,2.671,133.194077246808,140.507884472862
2012-04-01,2.65662222222222,2.65702777777778,2.65766666666667,2.65638888888889,19.2147,4.25,2.65702777777778,131.283680272894,144.806417476591
2012-05-01,2.66973636363636,2.66927272727273,2.66995454545455,2.66859090909091,19.341,4.25,2.66927272727273,134.733309625153,153.16898541852
2012-06-01,2.67096,2.670575,2.67115,2.67,19.6167,4.25,2.670575,135.183577772318,144.176999202329
2012-07-01,2.63498571428571,2.63504761904762,2.6357619047619,2.63433333333333,19.469,4.25,2.63504761904762,135.719791317355,150.609898412598
2012-08-01,2.61587619047619,2.61597619047619,2.61652380952381,2.61542857142857,19.4068,4.25,2.61597619047619,136.461298836738,149.843017725291
2012-09-01,2.60267,2.6028,2.6033,2.6023,19.3003,4.25,2.6028,137.375666612532,146.883174725912
2012-10-01,2.58766,2.5876,2.5881,2.5871,19.3323,4.25,2.5876,136.934161246795,152.587283132412
2012-11-01,2.598605,2.598625,2.59915,2.5981,19.2763,4.25,2.598625,136.929107520625,150.006752363787
2012-12-01,2.56656111111111,2.56688888888889,2.56755555555556,2.56622222222222,19.085,4.25,2.56688888888889,137.212652262184,156.777358614856
2013-01-01,2.55217272727273,2.55190909090909,2.55240909090909,2.55140909090909,19.4116,4.25,2.55190909090909,139.220843976578,151.351823908007
2013-02-01,2.57834736842105,2.57805263157895,2.57852631578947,2.57757894736842,19.27,4.25,2.57805263157895,139.692313609953,143.833231973686
2013-03-01,2.59417368421053,2.59394736842105,2.59452631578947,2.59336842105263,19.0781,4.25,2.59394736842105,140.50289174793,147.50726902194
2013-04-01,2.59806818181818,2.5975,2.59804545454546,2.59695454545455,19.0897,4.25,2.5975,140.16300659789,159.145521365613
2013-05-01,2.64571818181818,2.64438636363636,2.64568181818182,2.64309090909091,18.9452,4.25,2.64438636363636,140.945792615766,161.176572274146
2013-06-01,2.74848421052632,2.7475,2.74842105263158,2.74657894736842,18.8077,4.25,2.7475,143.524738092231,155.867201933705
2013-07-01,2.77688571428571,2.77671428571429,2.77814285714286,2.77528571428571,18.4748,4.25,2.77671428571429,143.141670387105,162.319348615075
2013-08-01,2.80198571428571,2.8017380952381,2.80247619047619,2.801,18.1187,4.25,2.8017380952381,144.36168867002,153.967072057415
2013-09-01,2.77866190476191,2.77857142857143,2.7797619047619,2.77738095238095,17.5843,4.25,2.77857142857143,143.569144187173,155.737165832671
2013-10-01,2.76906666666667,2.76911904761905,2.77014285714286,2.76809523809524,16.6471,4.25,2.76911904761905,145.182901874133,162.29850572212
2013-11-01,2.79875,2.798125,2.79915,2.7971,16.3673,4.0,2.798125,147.221241795513,160.727807994777
2013-12-01,2.78564,2.78525,2.7861,2.7844,15.8765,4.0,2.78525,145.966015714236,165.568961031619
2014-01-01,2.80927727272727,2.80893181818182,2.80977272727273,2.80809090909091,15.9881,4.0,2.80893181818182,145.063403185515,155.858054885218
