fecha,Crédito SF sector privado,Crédito empresarial,Crédito consumo,Crédito hipotecario,Tasa activa TAMN,Tasa pasiva TIPMN,Tasa referencia BCRP,Tipo de cambio,Índice BVL,IPC Lima,PBI desestacionalizado,Demanda interna,Reservas internacionales,Liquidez M1,Liquidez M2,Liquidez M3,Tasa interbancaria,IPC Subyacente,indice_precios_inmuebles,embi_peru
2007-12-31,85111.74064833333,51567.988587101805,15177.003571817535,9371.773192294007,22.52829,3.37267,5.0,3.0005462121212134,19159.01,64.79488762091283,103.44194539703666,105.58205478321332,26308.685111111,22304.29207,108126.05907533334,155550.56734333333,4.986666666666667,64.2901465762477,37.4,162.16666666666666
2008-03-31,87804.29826098,55658.514057337474,16228.2711977148,9772.135572054416,23.4827394310345,3.24802604002299,5.25,2.8889130781499204,16721.463333333333,65.7810126328357,106.68475538489766,103.785718855337,32206.331406508,24587.250135,113458.15399199999,158050.46252973,4.89,64.99785667994483,38.2,208.12307692307692
2008-06-30,93343.20918907668,58776.47853317927,17586.272638030303,10298.811005110432,23.70037777777777,3.3810666667777767,5.583333333333333,2.8146872104503697,16951.566666666666,66.8723646961546,109.04761395472833,116.518932227874,35334.376364165,26399.349327666667,123196.95949200001,168533.06550683334,5.526286666666667,65.89729005591236,43.8,165.52307692307693
2008-09-30,100063.29478488333,63257.112137664306,18846.738830049868,10907.772169872535,23.96745573444443,3.58199544888889,6.25,2.9021930014430004,12767.096666666666,68.0658615865184,110.16571271208933,114.00445819105033,34820.613839359336,27028.15062,116868.24781799999,166766.13379840003,6.183047333333334,66.82511637878059,49.4,196.63636363636363
2008-12-31,110378.87246569333,69318.3182919596,19786.983253086768,11828.5633141003,23.543206666666663,3.8146466666666665,6.5,3.09360765993266,7169.736666666667,69.10103440000074,110.11545619894066,116.24702374911901,31366.315078646,27650.035653999996,106242.90412033333,161163.11850238,6.560666666666666,67.8394459622931,50.5,503.42424242424244
2009-03-31,115029.58688545332,70784.8673974081,19650.539201858235,12913.2613196136,22.818963333333333,3.9729900000000007,6.25,3.18734090909091,7604.920000000001,69.45991877143393,109.518377848866,104.12088751035999,30146.494555362002,27508.965087999997,108945.27909299999,165845.40838529333,6.360668163333333,68.70663375787736,49.1,430.84375
2009-06-30,113900.45080623,71535.60428893013,19953.158651288268,13237.3468489149,21.12223,3.351523333333333,4.0,3.02318373015873,12143.720000000001,69.52367825178216,109.06724972362933,110.27205242096834,31019.321361348335,27436.105721333337,116451.449035,172176.65526190333,4.24148,69.2442838530426,49.1,303.32307692307694
2009-09-30,115254.34691124666,72662.07107605303,20332.202503402,13697.2821574116,20.329179999999997,2.321266666666667,1.5,2.957568903318903,14397.199999999999,69.36940154722383,110.05087048228667,109.48899283614134,32057.764312899002,28808.445882,126058.34009999999,182360.55373993,1.5910333333333335,69.50492914559413,53.4,257.8863636363636
2009-12-31,117756.58193732332,74801.68721299217,20969.647812300467,14326.689585800734,19.89732,1.6673766666666665,1.25,2.877916228070177,14169.913333333336,69.38742990957137,113.01914554239333,117.21536104989299,33161.16225745533,31235.619578666665,135089.669892,190996.86545105334,1.2046874506,69.68335532000543,54.1,187.8181818181818
2010-03-31,121692.77774401667,77898.51008356563,21277.7806071896,14861.452199071367,19.7413,1.3986669999999999,1.25,2.8499025362318835,14523.94,69.92903507669679,115.37140932704166,114.25959920816534,34873.50508492567,33793.58051733333,140617.231448,196839.62486658664,1.1492933333333333,70.05547578153566,59.4,177.734375
2010-06-30,127630.68772586335,82934.77812242537,22061.873131203134,15608.1208614382,19.232339999999997,1.3400066666666668,1.5,2.8411333333333335,14771.526666666667,70.3227360618335,119.36343180935266,127.49964257973333,35000.19508808767,35438.121814000006,146420.86891633333,203433.8706573,1.4286,70.50290025070043,62.0,183.86153846153846
2010-09-30,131490.17459395668,84125.5261387156,24366.04520538687,16415.887308617566,18.210333333333335,1.6067333333333333,2.5,2.805158654211283,15765.356666666667,70.8716138619514,120.70377010398467,128.15385590479033,40434.45728204467,37076.07390533333,156496.62308766667,215226.10341014,2.3393333333333333,70.79566138952897,63.7,171.6818181818182
2010-12-31,136097.22099489666,85139.14427413333,26412.573910213334,17483.12125773333,18.721833333333333,1.8276666666666668,3.0,2.8042484126984135,21150.0,70.8651591745065,122.74349106912867,134.41955627352368,43721.714855334,40088.66929566667,171752.98820533333,232290.56057764668,2.9659666666666666,71.11321965480538,64.9,155.13636363636363
2011-03-31,143108.42466159,90181.81800070667,27734.490764626666,18548.122291093332,18.637733333333333,1.9644666666666666,3.5,2.77898797446515,22562.62,71.57728099166,124.83193431112767,127.36214385330133,45635.12060013766,41050.09186666666,175950.26175533337,238111.19484992666,3.4254,71.60574626015706,70.3,149.765625
2011-06-30,152999.48310517,98642.35391418666,29144.880702226666,19837.784991719996,18.528533333333332,2.2903,4.166666666666667,2.784885129490393,20027.023333333334,72.5056727960761,125.93354693091233,136.48307916696,46657.02647889667,41824.09240566666,173367.363193,239280.69915021668,4.1598,72.47202730406244,74.1,190.8
2011-09-30,158669.87813100667,102707.11506010266,30332.51835656387,20899.393254466664,18.638666666666666,2.516366666666667,4.25,2.74151255031518,20329.77,73.33437245283824,127.72053723793766,134.76762176324,48085.574201743,44334.934627999995,177848.196463,243310.66694254,4.253866666666667,73.0919128809458,78.4,185.86363636363637
2011-12-31,163733.09844258334,106417.73017253133,31935.790776655398,22171.474684133336,18.906766666666666,2.5408666666666666,4.25,2.7110135129490396,19671.72,74.07328858300936,129.91906591993066,141.57007310159466,48854.09491358,46288.688734999996,182547.84317033333,248925.33196456663,4.255333333333334,73.6868099687923,78.2,220.64615384615385
2012-03-31,169915.9285488633,109924.770368892,33193.6893612145,23378.823146666666,18.9336,2.4950666666666668,4.25,2.6823943001442996,22762.946666666667,74.58894423090567,131.60007572698,133.53242644307733,53311.27235645233,47736.22701533333,196820.77095933337,262821.72633538,4.235733333333333,74.3013354009344,84.0,194.6769230769231
2012-06-30,176598.72915564335,113929.89393188035,34551.299108839936,24765.282293333334,19.390800000000002,2.4570333333333334,4.25,2.66562516835017,21294.216666666667,75.4591292803928,133.73352255678833,147.38413403248,57198.794376666665,49205.17134333334,203228.202239,267896.6707144167,4.2383,75.1754716318669,88.9,177.7846153846154
2012-09-30,182728.81163177665,119302.38257681334,35753.95417437316,26294.85084,19.392033333333334,2.4545333333333335,4.25,2.61794126984127,20537.983333333334,75.9119829580513,136.51891892220831,149.11203028793366,59637.30627,51744.18832933333,208557.12088099998,272975.51484885,4.232966666666667,75.68936979900123,91.3,147.53333333333333
2012-12-31,187663.48968525333,122685.19897112665,37075.89530535354,27746.344200000003,19.2312,2.4199,4.25,2.584371296296297,20487.79333333333,76.1857468331557,137.025307009868,153.12379803701833,63037.079869999994,54549.839490666665,222258.86895,285677.69438585,4.243666666666667,76.09860145275535,93.5,115.92424242424242
2013-03-31,191450.79446857332,123948.56198922667,37835.39790666667,28892.828840000002,19.25323333333333,2.343866666666667,4.25,2.574636363636363,20635.306666666667,76.55546400478207,139.80534977815367,147.564108301211,67520.99899,57030.33509833333,236053.70431033336,299405.7887671267,4.197666666666667,76.78761382102003,100.0,125.28125
2013-06-30,199874.2197714433,126747.84644741332,38857.69526666667,30117.4566,18.947533333333336,2.3105333333333333,4.25,2.6631287878787866,16317.373333333331,77.35628384850027,141.54451243529567,158.72976519115466,67234.35291,56968.682595,237027.298844,303962.99205925,4.2383999999999995,77.7076000871415,101.8,147.5076923076923
2013-09-30,210607.6063950467,132829.02102096,39837.07772,31144.91132,18.059266666666666,2.3298666666666663,4.25,2.785674603174607,15896.796666666667,78.2769827060829,143.690834414766,157.34119550172034,66993.07826333334,58046.62431866667,236300.11959633333,309867.38594124,4.372233333333333,78.3819712073095,102.8,182.95555555555555
2013-12-31,218551.7625509,138462.59187386665,41326.58117333333,32099.611946666668,16.296966666666666,2.3152,4.083333333333333,2.7841646825396835,15758.686666666666,78.43403542617527,146.123386461294,162.8650915828387,66111.17664,59109.50399600001,241756.63967933334,317271.14562095335,4.173266666666667,78.91913296756536,102.4,177.45454545454547
2014-03-31,224880.87341613,141088.66569184,42400.51824,32954.48344,15.8028,2.264,4.0,2.8093209235209233,15064.076666666666,79.16428998978543,145.88295548160767,153.173767628806,65068.025499999996,60321.727073999995,246263.130259,325400.11193771334,4.1027,79.68341953031516,106.9,175.078125
2014-06-30,231946.49532758002,146299.63222082666,43640.756453333335,33916.37524,15.728733333333333,2.3468666666666667,4.0,2.7918630952380936,15981.303333333331,80.07104303779737,145.31499164257198,161.67603750061267,64646.538113333336,59624.243533333334,251081.90368666666,329200.33979608334,4.0026,80.53525317902357,111.4,149.52307692307693
2014-09-30,240055.70462045333,149832.62574262667,44499.772893333335,34784.78682666667,15.8312,2.3462666666666667,3.6666666666666665,2.82150865800866,16701.166666666668,80.5606369130433,146.370470144995,161.32839805896367,64946.284726666665,61523.57172266667,260876.15624500005,338617.97378170333,3.7684666666666664,80.99274652042014,106.0,151.5681818181818
2014-12-31,249620.76998696,151856.01851315997,46047.52477333334,35819.61353333333,15.610533333333334,2.2916333333333334,3.5,2.930873484848483,15191.336666666664,80.91024081967163,147.48235159949866,166.79489979161568,63029.143326666665,64430.781301333336,268623.810016,350303.56331078004,3.6554333333333333,81.4888647230088,106.4,172.83333333333334
2015-03-31,258579.15,151947.20536296,47442.57818666667,36512.82773333333,16.0808,2.2309666666666668,3.25,3.0585772727272733,13176.336666666668,81.50271831148933,148.67374158730135,158.403779418755,61946.13384,65669.084068,274498.036753,362364.48678653996,3.3757,82.39567938010266,106.4,189.71875
2015-06-30,268818.4266666667,155783.33463069334,49456.45762666666,37184.52653333333,16.036277777777766,2.2451888888888902,3.25,3.1438801984126967,13220.213333333333,82.7212759517267,150.24857991707566,168.334507105185,60685.728526666666,63865.12219833333,275627.63009166665,368046.28060429334,3.4730666666666665,83.53450436678897,105.1,173.23076923076923
2015-09-30,277321.73666666663,159798.53150132,50789.717039999996,37693.34873333334,16.166166666666665,2.278,3.3333333333333335,3.21274025974026,10786.333333333334,83.65148741881826,150.96387826640432,166.49778430177602,60595.30996333333,64729.591973,273208.2386176667,372139.54881327,3.5795999999999997,84.24133149279737,104.7,201.38636363636363
2015-12-31,288479.61,162840.89739764002,52714.276986666664,38491.346626666666,16.140066666666666,2.403336559139787,3.5833333333333335,3.3225615079365096,10207.056666666665,84.20890041360434,154.026965011735,172.937288930067,61951.01283,67948.07136733334,282609.91588,388911.66134640336,3.595333333333333,84.8606086512019,102.4,227.42424242424244
